"행정구역별","지역구분","항목","단위","2024.01 월","2024.02 월","2024.03 월","2024.04 월","2024.05 월","2024.06 월","2024.07 월","2024.08 월","2024.09 월","2024.10 월","2024.11 월","2024.12 월",
"부산광역시 중구","관심","계(명)","","691723","698039","700769","652607","718144","675701","657775","705386","647479","680047","667337","785048",
"부산광역시 중구","관심","20세미만","","79416","89286","68159","56816","84403","61491","67048","78528","64472","68343","63236","93749",
"부산광역시 중구","관심","20대","","115636","119632","110317","98028","111986","107542","109410","123413","105490","101977","104989","121147",
"부산광역시 중구","관심","30대","","102587","104661","107179","99948","107573","106811","100197","111796","103579","102984","104441","121852",
"부산광역시 중구","관심","40대","","111736","118217","116405","106297","116633","111512","107518","115741","108221","108931","109164","131982",
"부산광역시 중구","관심","50대","","114102","111457","119125","111900","117368","114560","110146","113780","106157","111938","112225","128124",
"부산광역시 중구","관심","60대","","104940","95973","111233","108957","109480","106546","99204","99038","97015","110420","105093","116883",
"부산광역시 중구","관심","70세 이상","","63308","58813","68352","70661","70701","67240","64253","63089","62545","75455","68189","71311",
"부산광역시 서구","감소","계(명)","","465367","496551","465284","477640","511494","498908","476548","512804","494848","490264","475773","481761",
"부산광역시 서구","감소","20세미만","","41927","54138","41128","39336","49347","43846","46932","54955","49760","45636","43010","44426",
"부산광역시 서구","감소","20대","","56242","63150","59024","58830","62971","62054","60151","68557","65522","60251","61078","60943",
"부산광역시 서구","감소","30대","","58187","62983","59310","60655","64972","64751","61805","68975","66937","63180","63075","63812",
"부산광역시 서구","감소","40대","","73872","82199","73131","74143","80761","79473","76422","82762","80465","76059","75110","75528",
"부산광역시 서구","감소","50대","","87441","90361","86560","89111","93847","92640","86195","90191","88664","89754","86815","88302",
"부산광역시 서구","감소","60대","","85976","83988","85128","89855","92817","91357","83892","86067","83155","89685","84571","85839",
"부산광역시 서구","감소","70세 이상","","61723","59733","61003","65710","66780","64786","61151","61298","60346","65698","62114","62910",
"부산광역시 동구","감소","계(명)","","607113","628984","606637","620606","665327","674017","651251","680526","669864","701547","703286","708243",
"부산광역시 동구","감소","20세미만","","54961","65898","39907","38618","49448","48969","54033","61278","53809","49327","49218","54357",
"부산광역시 동구","감소","20대","","94665","101848","89134","86169","93580","98193","109766","126378","104006","105871","109657","112620",
"부산광역시 동구","감소","30대","","91465","93904","96257","99196","103572","109082","102134","110447","113449","115967","118825","118701",
"부산광역시 동구","감소","40대","","98229","104255","99353","101693","107517","109878","104443","107249","111546","112866","113618","112403",
"부산광역시 동구","감소","50대","","112002","112199","115111","118468","123545","124641","116622","116712","120083","127977","127895","128705",
"부산광역시 동구","감소","60대","","96535","93236","103383","107936","113782","112317","100708","98001","102564","115483","113223","112227",
"부산광역시 동구","감소","70세 이상","","59255","57646","63493","68526","73883","70937","63546","60461","64407","74056","70851","69230",
"부산광역시 영도구","감소","계(명)","","413186","453769","431299","419615","474950","456385","431099","483689","458315","435490","414460","438252",
"부산광역시 영도구","감소","20세미만","","48031","61547","42337","42114","56437","44925","48731","61170","56312","51763","44121","49793",
"부산광역시 영도구","감소","20대","","56461","62961","63763","56294","66676","59768","60944","71365","63070","55775","54692","60243",
"부산광역시 영도구","감소","30대","","59022","64390","64678","61872","69093","67651","63645","75046","70072","63435","59699","66631",
"부산광역시 영도구","감소","40대","","68903","79592","70593","66833","77099","75747","72073","82593","78346","70592","67635","72950",
"부산광역시 영도구","감소","50대","","73144","77939","75506","74381","81521","83318","74898","80854","78136","75113","74007","76038",
"부산광역시 영도구","감소","60대","","65733","65658","70119","71295","75536","76970","66950","68931","68385","71544","68745","68014",
"부산광역시 영도구","감소","70세 이상","","41893","41683","44304","46826","48587","48006","43859","43731","43995","47268","45562","44582",
"부산광역시 금정구","관심","계(명)","","782350","861113","842160","828174","907446","826647","790731","797852","865131","836422","847983","828588",
"부산광역시 금정구","관심","20세미만","","85510","108607","92371","88190","109877","87164","89309","87829","102861","90773","91711","90285",
"부산광역시 금정구","관심","20대","","119945","131392","123692","118600","132743","118768","115111","119204","129011","116627","123093","118450",
"부산광역시 금정구","관심","30대","","99508","110927","106550","105881","113830","106085","100099","102978","115988","106290","109423","105142",
"부산광역시 금정구","관심","40대","","120263","138798","131683","128791","140175","128454","121635","123788","140138","130652","131920","127140",
"부산광역시 금정구","관심","50대","","142807","155443","155019","151941","161805","153342","144545","147104","154435","154313","155115","151725",
"부산광역시 금정구","관심","60대","","130992","132199","141655","141935","150174","141832","133362","132141","134932","143079","142712","142502",
"부산광역시 금정구","관심","70세 이상","","83326","83747","91190","92835","98842","91002","86670","84809","87765","94689","94009","93344",
"대구광역시 서구","감소","계(명)","","549229","613853","551967","563386","615741","589495","555070","542247","601603","540921","546212","564244",
"대구광역시 서구","감소","20세미만","","50050","69709","47864","48241","59795","54304","52924","52159","66189","48215","50111","53064",
"대구광역시 서구","감소","20대","","62898","73088","63755","64266","70825","66988","62875","62132","70022","59837","60766","62633",
"대구광역시 서구","감소","30대","","77135","87044","78106","80549","88013","85770","79158","78094","88785","77721","79429","81218",
"대구광역시 서구","감소","40대","","89730","104443","89276","90147","101273","94297","88889","86521","99727","84667","86580","88291",
"대구광역시 서구","감소","50대","","113705","122610","114825","116647","124465","120499","113454","110058","118445","110625","110977","114313",
"대구광역시 서구","감소","60대","","96786","98220","98174","101463","105993","103801","97545","94891","98278","98201","97684","102382",
"대구광역시 서구","감소","70세 이상","","58925","58740","59967","62073","65377","63837","60226","58392","60157","61656","60665","62343",
"대구광역시 남구","감소","계(명)","","593419","634044","603048","613958","628367","609815","599258","599239","626223","599198","586996","608443",
"대구광역시 남구","감소","20세미만","","53737","66072","52753","52509","60081","54616","61372","62496","64102","54811","52535","56091",
"대구광역시 남구","감소","20대","","88254","94737","90469","89353","89707","87153","82997","83716","89025","82802","82902","85724",
"대구광역시 남구","감소","30대","","81886","88198","85416","86900","88038","86139","82472","83132","89538","84078","82958","86781",
"대구광역시 남구","감소","40대","","89986","100413","90977","92803","95782","92438","91709","93451","97612","90863","89311","91772",
"대구광역시 남구","감소","50대","","108924","115623","109554","112351","113552","111359","108142","107727","113510","109678","107343","110725",
"대구광역시 남구","감소","60대","","97386","97458","98916","101854","102291","100835","97239","95537","97585","99341","96725","100265",
"대구광역시 남구","감소","70세 이상","","73247","71543","74964","78188","78916","77275","75328","73179","74851","77625","75223","77086",
"대구광역시 군위군","감소","계(명)","","140315","182651","183277","205180","232023","215867","192712","231456","248848","242520","219389","160411",
"대구광역시 군위군","감소","20세미만","","12842","19925","12538","13705","19197","14785","X","X","X","X","X","X",
"대구광역시 군위군","감소","20대","","10459","16420","11617","12237","15156","14089","13546","19109","19923","14515","15008","11685",
"대구광역시 군위군","감소","30대","","16105","21304","19840","21497","25568","23300","21470","27063","29152","26406","23325","18500",
"대구광역시 군위군","감소","40대","","23127","31221","30984","33564","40268","36946","32182","38991","41408","40969","36358","25795",
"대구광역시 군위군","감소","50대","","34637","44529","49640","55087","60485","58651","49994","57866","62346","62664","58041","39900",
"대구광역시 군위군","감소","60대","","28482","33207","39448","45661","47628","46356","40202","45296","49357","52314","47940","34632",
"대구광역시 군위군","감소","70세 이상","","14663","16046","19211","23429","23720","21739","X","X","X","X","X","X",
"인천광역시 동구","관심","계(명)","","223889","239195","223873","213870","230989","219073","216428","217555","238930","227757","223798","222219",
"인천광역시 동구","관심","20세미만","","24504","27888","23642","22448","25870","23538","23427","23847","29018","23480","25333","24575",
"인천광역시 동구","관심","20대","","22698","25361","23120","22082","23473","22292","21486","22227","25845","23511","22807","22848",
"인천광역시 동구","관심","30대","","30714","32530","29872","28814","30933","29560","29136","29467","32346","30703","30103","30242",
"인천광역시 동구","관심","40대","","39448","42797","38860","36996","40203","38023","37514","37375","41804","38811","38645","37928",
"인천광역시 동구","관심","50대","","45375","47663","45803","43425","46199","44658","44403","44463","47404","45927","45103","44188",
"인천광역시 동구","관심","60대","","38029","39336","38731","37128","39883","37939","37362","37322","38814","40294","38103","38252",
"인천광역시 동구","관심","70세 이상","","23121","23620","23846","22978","24428","23063","23101","22854","23700","25030","23704","24185",
"인천광역시 강화군","감소","계(명)","","470643","527670","556059","677145","692376","658902","514079","642642","708030","784070","598062","446202",
"인천광역시 강화군","감소","20세미만","","55626","68260","51941","60647","79784","68969","63182","88979","83331","80159","55996","43561",
"인천광역시 강화군","감소","20대","","49520","58509","49250","48504","56244","56658","51039","67850","71101","61985","49689","45094",
"인천광역시 강화군","감소","30대","","60729","69478","69555","76542","83551","86589","67034","87820","102247","97675","76936","62233",
"인천광역시 강화군","감소","40대","","71433","81918","83171","96241","102595","100276","77520","99884","108653","118014","92167","65533",
"인천광역시 강화군","감소","50대","","93940","101186","115423","145490","137742","133150","100379","119733","132438","155623","120554","87079",
"인천광역시 강화군","감소","60대","","91863","97486","122773","161097","143975","138617","100704","116915","135909","167709","128341","92264",
"인천광역시 강화군","감소","70세 이상","","47532","50833","63946","88624","88486","74643","54220","61463","74350","102905","74377","50437",
"인천광역시 옹진군","감소","계(명)","","180620","190139","196864","246433","283740","303947","221551","309100","321755","312991","245584","194761",
"인천광역시 옹진군","감소","20세미만","","19791","22179","14769","17675","24992","28559","X","X","X","X","X","X",
"인천광역시 옹진군","감소","20대","","30399","31337","28349","29103","33051","36153","31774","43539","38214","33398","30552","31489",
"인천광역시 옹진군","감소","30대","","27752","30813","32823","38632","43173","48425","34870","48740","54120","49239","40397","34507",
"인천광역시 옹진군","감소","40대","","30432","33072","33834","42240","49538","53319","37157","52582","61410","59735","46140","32781",
"인천광역시 옹진군","감소","50대","","32689","32729","37554","48547","55077","58278","39077","53724","62315","63845","49340","33915",
"인천광역시 옹진군","감소","60대","","27930","27942","34862","49214","54148","55645","35704","49282","54427","57956","43687","31773",
"인천광역시 옹진군","감소","70세 이상","","11627","12066","14674","21021","23760","23567","X","X","X","X","X","X",
"광주광역시 동구","관심","계(명)","","699185","734906","698901","672294","771523","694644","684329","688234","711626","740180","694418","728785",
"광주광역시 동구","관심","20세미만","","99016","116191","95542","86180","123219","94204","101775","100129","98380","111912","95192","113636",
"광주광역시 동구","관심","20대","","147337","159087","151073","143291","162792","149752","143694","148927","157047","151057","149557","154132",
"광주광역시 동구","관심","30대","","94180","99875","97473","95010","105166","99143","94830","98013","105155","105938","98787","101527",
"광주광역시 동구","관심","40대","","95371","102900","95650","92074","104610","94669","91984","93677","98896","100399","92851","96704",
"광주광역시 동구","관심","50대","","105520","106766","103384","100629","111051","102372","99980","100014","104166","107766","102630","104845",
"광주광역시 동구","관심","60대","","90454","85632","88025","87195","92947","87285","84892","83775","84051","92324","87985","89860",
"광주광역시 동구","관심","70세 이상","","67306","64456","67754","67915","71739","67219","67174","63699","63931","70784","67415","68082",
"대전광역시 동구","관심","계(명)","","814789","904997","866675","891494","943940","904588","850120","899349","941202","913904","924835","910859",
"대전광역시 동구","관심","20세미만","","97038","124133","99191","99068","116254","102163","100167","113080","118151","107685","104018","106861",
"대전광역시 동구","관심","20대","","146085","164636","159476","155902","169322","163398","159204","172548","176712","165505","167468","167392",
"대전광역시 동구","관심","30대","","108877","120788","117187","121655","127808","123736","114435","121319","133255","126255","129660","125755",
"대전광역시 동구","관심","40대","","125408","143062","131198","133561","141475","136217","127410","131979","143674","133230","137227","134176",
"대전광역시 동구","관심","50대","","146090","158141","154996","161266","167079","161808","150138","155693","161522","160015","163614","160058",
"대전광역시 동구","관심","60대","","118020","120541","126619","134732","135490","133577","121192","126290","127788","134978","137096","133139",
"대전광역시 동구","관심","70세 이상","","73272","73695","78009","85311","86513","83690","77574","78440","80100","86235","85752","83477",
"대전광역시 중구","관심","계(명)","","980288","1070501","1059989","1086694","1146780","1065996","1049736","1127581","1108715","1068580","1022935","1039662",
"대전광역시 중구","관심","20세미만","","129630","163377","141567","160212","188151","140027","145860","165256","161161","169275","137447","139203",
"대전광역시 중구","관심","20대","","186656","203187","202823","203394","218066","210406","217787","236459","214415","184221","187552","201423",
"대전광역시 중구","관심","30대","","136662","150740","159105","165532","168747","160744","148137","161435","169069","161022","153981","149312",
"대전광역시 중구","관심","40대","","149057","166604","163500","163926","172658","163612","155805","167566","169577","159011","155402","152878",
"대전광역시 중구","관심","50대","","160186","168465","167293","166239","170433","166719","163551","171687","170549","163214","163117","166364",
"대전광역시 중구","관심","60대","","129924","130540","134578","134343","134987","133193","129003","133944","132644","135183","133019","136060",
"대전광역시 중구","관심","70세 이상","","88173","87586","91123","93048","93738","91295","89592","91233","91300","96653","92417","94421",
"대전광역시 대덕구","관심","계(명)","","617606","672662","648755","693267","760320","703228","624982","627322","676473","654243","644196","625546",
"대전광역시 대덕구","관심","20세미만","","65122","81798","65843","73694","90734","73625","65461","66218","75644","62063","62493","62686",
"대전광역시 대덕구","관심","20대","","86522","94867","92536","100770","108096","98173","85215","85469","93650","88151","89543","86999",
"대전광역시 대덕구","관심","30대","","91287","100516","96678","100284","108997","99738","88824","89206","98442","92232","92196","89456",
"대전광역시 대덕구","관심","40대","","106616","117673","110410","115032","125649","116263","104631","105262","114016","107678","107804","103908",
"대전광역시 대덕구","관심","50대","","127318","134296","133826","140741","151599","144969","130705","131213","137160","138986","134539","129836",
"대전광역시 대덕구","관심","60대","","91261","93104","97242","104928","113187","110480","96783","97304","101624","106795","101724","98294",
"대전광역시 대덕구","관심","70세 이상","","49480","50409","52220","57818","62058","59980","53364","52649","55937","58339","55897","54368",
"경기도 동두천시","관심","계(명)","","264566","295194","284410","303784","320114","316306","285633","331769","327742","330004","316425","278834",
"경기도 동두천시","관심","20세미만","","31132","37711","30913","33811","39481","37312","32417","41808","40041","38805","33309","29948",
"경기도 동두천시","관심","20대","","38662","43813","39758","41062","41695","41133","37876","42680","43977","40240","39609","40092",
"경기도 동두천시","관심","30대","","35470","40744","37492","39285","41577","41913","37712","45202","44369","41266","39361","38111",
"경기도 동두천시","관심","40대","","42042","47691","45449","47472","50999","50229","45310","53746","51889","50371","48380","43192",
"경기도 동두천시","관심","50대","","48916","53485","53806","56373","59396","58343","53707","59956","60530","60680","58724","51741",
"경기도 동두천시","관심","60대","","40507","42850","45085","48881","50332","50289","45440","51070","50102","55118","53737","44699",
"경기도 동두천시","관심","70세 이상","","27837","28901","31908","36901","36633","37087","33172","37308","36833","43523","43304","31052",
"경기도 포천시","관심","계(명)","","698653","809547","864450","969047","1054515","1019891","883184","1105402","1076898","1207632","976134","717325",
"경기도 포천시","관심","20세미만","","73049","92513","73205","76952","95762","92644","89092","133291","103571","101596","79862","64270",
"경기도 포천시","관심","20대","","91564","108022","101655","99851","106923","107703","96865","120235","120203","111672","103512","92856",
"경기도 포천시","관심","30대","","100941","117277","117203","125308","136260","137012","117050","153867","149129","153420","126391","100282",
"경기도 포천시","관심","40대","","111939","132802","148791","167224","182570","180360","152905","195444","183350","202026","165484","113743",
"경기도 포천시","관심","50대","","141941","162417","193064","219134","233770","228545","195163","230458","232803","267816","217998","147920",
"경기도 포천시","관심","60대","","122974","134958","159058","186839","196099","187957","160511","188383","196561","245428","190272","133294",
"경기도 포천시","관심","70세 이상","","56245","61558","71475","93738","103129","85670","71598","83723","91282","125675","92614","64959",
"경기도 연천군","감소","계(명)","","186857","224897","242715","267712","304642","286784","240345","290215","312754","367601","258958","187223",
"경기도 연천군","감소","20세미만","","21890","30139","26595","27548","39905","33781","28941","37928","36237","37092","28727","20526",
"경기도 연천군","감소","20대","","33660","38297","35503","36156","37764","37200","35468","41212","43775","41773","35400","32185",
"경기도 연천군","감소","30대","","21574","25919","26329","28971","33895","32705","25741","33531","36343","40133","28806","21534",
"경기도 연천군","감소","40대","","26886","34067","36098","40122","48222","45247","35499","44360","47145","52968","39575","27363",
"경기도 연천군","감소","50대","","32159","39395","44506","50485","55076","54018","45978","53320","58076","70081","48302","33184",
"경기도 연천군","감소","60대","","30459","35072","44494","50137","54211","51980","42924","50262","57405","75964","47647","32161",
"경기도 연천군","감소","70세 이상","","20229","22007","29190","34293","35569","31854","25795","29602","33773","49590","30502","20271",
"경기도 가평군","감소","계(명)","","550492","607411","695298","848795","961242","1062943","1034359","1499151","967739","973459","831959","572296",
"경기도 가평군","감소","20세미만","","97302","109203","94238","91149","127789","126461","158224","235263","110334","101002","89159","73939",
"경기도 가평군","감소","20대","","99223","105756","114526","109838","136879","172040","212329","322094","168464","112180","112753","95833",
"경기도 가평군","감소","30대","","96493","102332","113451","136216","148346","181120","165804","250108","179702","157513","136047","107264",
"경기도 가평군","감소","40대","","87195","98329","112087","140101","154877","170691","149416","225734","153542","163468","136268","89552",
"경기도 가평군","감소","50대","","77463","88205","122084","161621","170914","185780","158994","219718","162242","186312","156300","89657",
"경기도 가평군","감소","60대","","62668","69407","96536","139756","146216","157028","132048","172587","131852","168241","136641","77772",
"경기도 가평군","감소","70세 이상","","30148","34179","42376","70114","76219","69824","57545","73645","61603","84742","64791","38280",
"강원특별자치도 강릉시","관심","계(명)","","1158955","1125260","1024468","1070824","1171546","1253804","1235053","1632994","1158696","1175980","1017202","1060201",
"강원특별자치도 강릉시","관심","20세미만","","171522","176022","111508","99529","143014","136268","171077","232852","133401","118984","104035","119801",
"강원특별자치도 강릉시","관심","20대","","206764","202064","165565","153055","171453","198404","212591","298361","187259","156189","148759","187173",
"강원특별자치도 강릉시","관심","30대","","158729","154038","151472","151821","163290","188410","183799","256188","182912","162827","143554","158869",
"강원특별자치도 강릉시","관심","40대","","186262","188818","167022","165924","187266","199411","204186","267487","185345","182181","160972","164578",
"강원특별자치도 강릉시","관심","50대","","202895","193129","191809","205137","215743","230894","214432","277962","206588","226724","196803","193164",
"강원특별자치도 강릉시","관심","60대","","154036","138040","153841","183643","181834","194030","161312","200200","170069","206436","167973","153220",
"강원특별자치도 강릉시","관심","70세 이상","","78747","73151","83250","111715","108947","106386","87656","99945","93122","122639","95107","83395",
"강원특별자치도 동해시","관심","계(명)","","300593","312292","298241","314741","350231","383830","359624","459485","348334","338884","307452","286659",
"강원특별자치도 동해시","관심","20세미만","","39573","46797","32103","30070","39015","39439","49050","67966","41912","31315","31956","31789",
"강원특별자치도 동해시","관심","20대","","36422","39052","33569","32138","38200","40860","45087","58514","43027","34242","33408","35206",
"강원특별자치도 동해시","관심","30대","","35992","38577","36054","36254","39649","45707","47331","63028","46093","38076","35663","36039",
"강원특별자치도 동해시","관심","40대","","52078","57033","51241","50439","57022","62557","63423","81227","58820","52669","49526","47389",
"강원특별자치도 동해시","관심","50대","","61343","60306","62781","66030","73059","82992","69592","87564","69340","72405","64980","59186",
"강원특별자치도 동해시","관심","60대","","49623","46003","53807","63363","66561","74984","55460","67786","58175","70731","58799","49418",
"강원특별자치도 동해시","관심","70세 이상","","25563","24522","28685","36447","36723","37290","29682","33399","30967","39447","33120","27633",
"강원특별자치도 태백시","감소","계(명)","","236942","191168","115416","125079","149509","146145","171846","234364","172917","150217","128673","126510",
"강원특별자치도 태백시","감소","20세미만","","24808","29228","12491","13615","17270","16180","22799","32242","23441","18369","12713","14634",
"강원특별자치도 태백시","감소","20대","","14978","17272","9918","9427","11130","11367","13652","19583","15865","10528","9731","11269",
"강원특별자치도 태백시","감소","30대","","21621","20823","12439","12476","15324","15129","16987","23744","21330","14662","13439","15075",
"강원특별자치도 태백시","감소","40대","","38007","35083","20715","21359","26210","25549","30425","40624","32480","25099","22725","23820",
"강원특별자치도 태백시","감소","50대","","58082","40839","25419","27881","34120","33333","39798","54365","35492","33766","29459","27308",
"강원특별자치도 태백시","감소","60대","","57395","32781","21757","25173","29335","29076","31777","44016","28623","30659","25538","21611",
"강원특별자치도 태백시","감소","70세 이상","","22052","15140","12678","15148","16119","15511","16408","19790","15686","17134","15069","12793",
"강원특별자치도 속초시","관심","계(명)","","694579","692940","617087","634754","757853","841189","856303","1245138","786754","908593","737579","723222",
"강원특별자치도 속초시","관심","20세미만","","109707","119521","74571","62355","100973","99779","133422","202928","94216","90544","79350","95428",
"강원특별자치도 속초시","관심","20대","","97296","95732","80680","72112","87801","107384","121619","189461","104701","83573","81929","101802",
"강원특별자치도 속초시","관심","30대","","105816","103850","100430","98714","114382","143009","137735","210319","136719","122997","109578","122704",
"강원특별자치도 속초시","관심","40대","","129406","131358","112217","108685","133790","151549","158170","230065","135430","151007","127996","128983",
"강원특별자치도 속초시","관심","50대","","124402","118254","115894","124622","141418","155932","150443","208230","140554","187964","147634","131495",
"강원특별자치도 속초시","관심","60대","","89120","85240","90978","109805","117211","124555","105649","142506","118677","180549","127966","98267",
"강원특별자치도 속초시","관심","70세 이상","","38833","38985","42317","58462","62279","58982","49265","61629","56458","91959","63125","44543",
"강원특별자치도 삼척시","감소","계(명)","","285784","305936","307583","370565","409746","396544","440649","622456","401887","369273","311131","277879",
"강원특별자치도 삼척시","감소","20세미만","","38236","47552","31308","31387","40947","41632","67171","104012","48732","31351","27694","29207",
"강원특별자치도 삼척시","감소","20대","","28834","33685","29470","29837","34795","37286","45399","67707","42974","29016","28309","29725",
"강원특별자치도 삼척시","감소","30대","","31863","35002","34626","38698","43703","47980","58251","86550","53122","37278","32009","31835",
"강원특별자치도 삼척시","감소","40대","","50095","56560","50288","55196","64371","65374","81741","116638","68779","55407","48494","45530",
"강원특별자치도 삼척시","감소","50대","","60811","61859","67725","78805","87866","84829","84540","116073","81376","79674","68822","60474",
"강원특별자치도 삼척시","감소","60대","","50438","46785","61513","84790","88067","79166","69174","90790","70787","86789","67945","52884",
"강원특별자치도 삼척시","감소","70세 이상","","25508","24494","32652","51852","49998","40278","34372","40685","36119","49758","37858","28224",
"강원특별자치도 홍천군","감소","계(명)","","556848","542637","421546","489313","604468","666112","682496","906472","622738","615707","515938","506564",
"강원특별자치도 홍천군","감소","20세미만","","109969","108732","53507","46306","83784","90901","121614","171970","81109","65643","54629","80589",
"강원특별자치도 홍천군","감소","20대","","116269","96118","48331","46455","57329","72068","89951","115651","74476","55086","50915","84911",
"강원특별자치도 홍천군","감소","30대","","87103","78859","58946","67190","80322","94800","90966","124959","93371","81404","73763","84819",
"강원특별자치도 홍천군","감소","40대","","92517","94494","74272","88350","109608","123674","121400","165629","109416","109051","94961","87760",
"강원특별자치도 홍천군","감소","50대","","67583","74852","83403","106296","122333","129388","116982","150340","118211","132938","109307","73376",
"강원특별자치도 홍천군","감소","60대","","56092","60248","70496","92379","103376","108663","98229","124613","100370","117796","90717","63475",
"강원특별자치도 홍천군","감소","70세 이상","","27315","29334","32592","42338","47717","46618","43355","53310","45785","53790","41646","31634",
"강원특별자치도 횡성군","감소","계(명)","","308717","313098","271033","308425","374295","387792","374282","505037","399128","416547","324165","271327",
"강원특별자치도 횡성군","감소","20세미만","","59859","56879","29867","27710","45166","43460","55670","82165","45729","39898","28849","38122",
"강원특별자치도 횡성군","감소","20대","","35583","36192","22335","20224","24398","26579","28469","39624","31524","27626","23437","30682",
"강원특별자치도 횡성군","감소","30대","","37266","38748","30093","32460","40027","45517","43085","61712","49280","46081","36481","34625",
"강원특별자치도 횡성군","감소","40대","","53086","56191","46072","50849","62430","68918","68588","95170","70481","70897","56648","47648",
"강원특별자치도 횡성군","감소","50대","","55724","58386","63107","76848","88012","91368","81217","104799","91094","100307","79567","51881",
"강원특별자치도 횡성군","감소","60대","","46700","45726","55054","69034","78455","78504","67780","86540","77474","91888","68826","46148",
"강원특별자치도 횡성군","감소","70세 이상","","20498","20975","24504","31300","35806","33446","29474","35028","33545","39852","30356","22221",
"강원특별자치도 영월군","감소","계(명)","","147936","179578","167405","201646","249959","268299","279517","412720","267281","254828","200526","146979",
"강원특별자치도 영월군","감소","20세미만","","17280","27284","18148","18466","31097","31606","39617","65279","32873","25842","19376","14845",
"강원특별자치도 영월군","감소","20대","","13617","18206","13291","13794","16952","18180","21880","32546","22777","16228","14810","13043",
"강원특별자치도 영월군","감소","30대","","17036","19966","18393","21310","27897","32207","31870","49088","33789","29233","22722","17501",
"강원특별자치도 영월군","감소","40대","","24155","30104","27413","32135","42627","46833","49300","75782","46603","42235","33301","23830",
"강원특별자치도 영월군","감소","50대","","32542","37193","37573","46740","54964","60598","61688","86779","57309","57044","46579","32407",
"강원특별자치도 영월군","감소","60대","","28603","30973","34854","45578","51321","54466","52598","73591","50083","56194","42160","29448",
"강원특별자치도 영월군","감소","70세 이상","","14703","15852","17732","23622","25101","24410","22563","29655","23847","28052","21577","15904",
"강원특별자치도 평창군","감소","계(명)","","721838","617050","356779","350226","492888","554264","515831","772428","564969","625884","442106","463091",
"강원특별자치도 평창군","감소","20세미만","","139454","121871","50432","37814","75723","65468","78575","118493","68476","63936","45818","78059",
"강원특별자치도 평창군","감소","20대","","107141","88596","37562","22705","32694","44633","40013","64400","45525","35904","34292","71063",
"강원특별자치도 평창군","감소","30대","","102778","86782","50933","42505","59339","72194","66896","104797","78926","71045","57440","75968",
"강원특별자치도 평창군","감소","40대","","128595","113845","64692","58277","81442","92906","95224","140031","92756","98127","75182","85370",
"강원특별자치도 평창군","감소","50대","","117863","100056","67883","79141","102893","122675","105979","156547","116312","140211","97621","70931",
"강원특별자치도 평창군","감소","60대","","93343","76209","58710","73236","94343","109742","89840","131818","112544","145122","90134","56513",
"강원특별자치도 평창군","감소","70세 이상","","32664","29692","26567","36548","46455","46646","39305","56343","50430","71540","41619","25186",
"강원특별자치도 정선군","감소","계(명)","","360994","362997","243936","239166","309967","338803","360127","524585","358612","377880","296173","290172",
"강원특별자치도 정선군","감소","20세미만","","57274","63462","23197","14179","29131","33752","53880","85109","41884","30530","22348","41174",
"강원특별자치도 정선군","감소","20대","","45469","43180","17101","14077","19727","22364","26037","39111","26648","21315","19312","32227",
"강원특별자치도 정선군","감소","30대","","48894","46458","28321","24048","33823","38373","38384","56627","41285","37613","31592","38924",
"강원특별자치도 정선군","감소","40대","","68291","71838","48378","42288","54180","62031","69998","101587","67442","64190","53118","56401",
"강원특별자치도 정선군","감소","50대","","66677","66302","56887","60990","72676","79328","78597","111419","80638","91619","72688","55553",
"강원특별자치도 정선군","감소","60대","","53893","51031","48987","57620","69005","72828","66133","94173","70842","90426","67101","45830",
"강원특별자치도 정선군","감소","70세 이상","","20496","20726","21065","25964","31427","30126","27098","36560","29874","42186","30014","20064",
"강원특별자치도 철원군","감소","계(명)","","209360","230534","213274","235251","274280","264725","214510","273357","294412","395076","243854","155005",
"강원특별자치도 철원군","감소","20세미만","","19381","26726","19042","21152","27190","24744","28638","36893","30692","26928","19998","14158",
"강원특별자치도 철원군","감소","20대","","37295","41336","38447","38377","41354","43839","41090","46885","47346","42090","37706","33576",
"강원특별자치도 철원군","감소","30대","","18571","23211","20975","19897","23070","25358","21762","30162","31053","29199","21533","15649",
"강원특별자치도 철원군","감소","40대","","25453","31170","28231","27901","33644","33292","28374","39076","39056","43919","30016","18737",
"강원특별자치도 철원군","감소","50대","","45168","45877","43256","47283","55360","53807","39982","52487","58726","89037","50729","28574",
"강원특별자치도 철원군","감소","60대","","44549","42853","41885","51823","59458","55569","35739","46312","58162","107226","55407","28536",
"강원특별자치도 철원군","감소","70세 이상","","18944","19363","21439","28818","34205","28116","18925","21541","29376","56677","28466","15775",
"강원특별자치도 화천군","감소","계(명)","","232439","97949","91262","112756","135405","127116","130946","176175","135463","130328","109667","86561",
"강원특별자치도 화천군","감소","20세미만","","49705","12237","8612","10221","11702","11016","12379","18596","12663","9919","X","X",
"강원특별자치도 화천군","감소","20대","","39368","24094","21671","23210","26360","23902","24589","28918","26201","23559","22297","20914",
"강원특별자치도 화천군","감소","30대","","32068","10714","9644","11148","13535","12252","11849","17660","14765","11818","11247","9109",
"강원특별자치도 화천군","감소","40대","","40746","13066","11546","14309","17340","15631","15213","22709","17167","15191","13978","10598",
"강원특별자치도 화천군","감소","50대","","32003","17281","17034","22135","26156","25636","25938","35612","25757","25375","20975","15421",
