"시군구명","연월","분류","유입지","매출건수(건)","매출합계(원)","집계시작일","집계종료일"
"김해시","202412","서비스","충북","493 ","678615 ","20240101","20241231"
"김해시","202412","식생활","강원","398 ","5092872 ","20240101","20241231"
"김해시","202412","식생활","경기","8951 ","152549623 ","20240101","20241231"
"김해시","202412","식생활","경남","2716374 ","65925754003 ","20240101","20241231"
"김해시","202412","식생활","경북","4222 ","66488759 ","20240101","20241231"
"김해시","202412","식생활","광주","3064 ","30100822 ","20240101","20241231"
"김해시","202412","식생활","대구","7306 ","102821796 ","20240101","20241231"
"김해시","202412","식생활","대전","1138 ","16903016 ","20240101","20241231"
"김해시","202412","식생활","부산","298321 ","7393770548 ","20240101","20241231"
"김해시","202412","식생활","서울","6004 ","140842001 ","20240101","20241231"
"김해시","202412","식생활","세종","192 ","4988348 ","20240101","20241231"
"김해시","202412","식생활","울산","11227 ","159308499 ","20240101","20241231"
"김해시","202412","식생활","인천","1830 ","45475668 ","20240101","20241231"
"김해시","202412","식생활","전남","10809 ","117169294 ","20240101","20241231"
"김해시","202412","식생활","전북","2577 ","27156066 ","20240101","20241231"
"김해시","202412","식생활","제주","302 ","3019191 ","20240101","20241231"
"김해시","202412","식생활","충남","1138 ","21478753 ","20240101","20241231"
"김해시","202412","식생활","충북","685 ","9363948 ","20240101","20241231"
"김해시","202412","여행","경기","62 ","5654558 ","20240101","20241231"
"김해시","202412","여행","경남","7622 ","305609561 ","20240101","20241231"
"김해시","202412","여행","대구","21 ","34270 ","20240101","20241231"
"김해시","202412","여행","부산","158 ","3142563 ","20240101","20241231"
"김해시","202412","여행","서울","41 ","4271254 ","20240101","20241231"
"김해시","202412","여행","전남","21 ","925291 ","20240101","20241231"
"김해시","202412","여행","전북","27 ","822481 ","20240101","20241231"
"김해시","202412","여행","충남","27 ","46607 ","20240101","20241231"
"김해시","202412","유통","강원","569 ","8577793 ","20240101","20241231"
"김해시","202412","유통","경기","11940 ","140596779 ","20240101","20241231"
"김해시","202412","유통","경남","2948060 ","50825754339 ","20240101","20241231"
"김해시","202412","유통","경북","4435 ","51395408 ","20240101","20241231"
"김해시","202412","유통","광주","1028 ","16414256 ","20240101","20241231"
"김해시","202412","유통","대구","8725 ","89329609 ","20240101","20241231"
"김해시","202412","유통","대전","665 ","11591981 ","20240101","20241231"
"김해시","202412","유통","부산","258520 ","4137718437 ","20240101","20241231"
"김해시","202412","유통","서울","6696 ","83592461 ","20240101","20241231"
"김해시","202412","유통","세종","27 ","221385 ","20240101","20241231"
"김해시","202412","유통","울산","13119 ","104364428 ","20240101","20241231"
"김해시","202412","유통","인천","1892 ","23101988 ","20240101","20241231"
"김해시","202412","유통","전남","3612 ","34669157 ","20240101","20241231"
"김해시","202412","유통","전북","548 ","4457574 ","20240101","20241231"
"김해시","202412","유통","제주","452 ","4358807 ","20240101","20241231"
"김해시","202412","유통","충남","966 ","19233379 ","20240101","20241231"
"김해시","202412","유통","충북","624 ","6178410 ","20240101","20241231"
"김해시","202412","유흥","강원","21 ","555175 ","20240101","20241231"
"김해시","202412","유흥","경기","82 ","3968472 ","20240101","20241231"
"김해시","202412","유흥","경남","44812 ","3202332166 ","20240101","20241231"
"김해시","202412","유흥","경북","48 ","346127 ","20240101","20241231"
"김해시","202412","유흥","광주","27 ","95956 ","20240101","20241231"
"김해시","202412","유흥","부산","452 ","22326285 ","20240101","20241231"
"김해시","202412","유흥","서울","75 ","7984921 ","20240101","20241231"
"김해시","202412","유흥","울산","21 ","113091 ","20240101","20241231"
"김해시","202412","유흥","인천","27 ","74023 ","20240101","20241231"
"김해시","202412","유흥","전남","21 ","113091 ","20240101","20241231"
"김해시","202412","유흥","전북","21 ","993831 ","20240101","20241231"
"김해시","202412","의료/미용","경기","199 ","20973681 ","20240101","20241231"
"김해시","202412","의료/미용","경남","1082166 ","41936160891 ","20240101","20241231"
"김해시","202412","의료/미용","경북","103 ","17709116 ","20240101","20241231"
"김해시","202412","의료/미용","대구","103 ","1704647 ","20240101","20241231"
"김해시","202412","의료/미용","부산","21097 ","1169865387 ","20240101","20241231"
"김해시","202412","의료/미용","서울","651 ","6892392 ","20240101","20241231"
"김해시","202412","의료/미용","울산","110 ","1888348 ","20240101","20241231"
"김해시","202412","의료/미용","인천","75 ","10664565 ","20240101","20241231"
"김해시","202412","의료/미용","전남","41 ","5287183 ","20240101","20241231"
"김해시","202412","의료/미용","전북","21 ","375942 ","20240101","20241231"
"김해시","202412","의료/미용","제주","21 ","50720 ","20240101","20241231"
"김해시","202412","의생활","경기","82 ","2065113 ","20240101","20241231"
"김해시","202412","의생활","경남","39507 ","3259608047 ","20240101","20241231"
"김해시","202412","의생활","경북","21 ","119260 ","20240101","20241231"
"김해시","202412","의생활","대구","350 ","4045922 ","20240101","20241231"
"김해시","202412","의생활","부산","5853 ","91193968 ","20240101","20241231"
"김해시","202412","의생활","서울","75 ","1199452 ","20240101","20241231"
"김해시","202412","의생활","세종","48 ","322138 ","20240101","20241231"
"김해시","202412","의생활","충북","21 ","1045236 ","20240101","20241231"
"김해시","202412","자동차","강원","21 ","575737 ","20240101","20241231"
"김해시","202412","자동차","경기","1727 ","177838862 ","20240101","20241231"
"김해시","202412","자동차","경남","653386 ","44280424942 ","20240101","20241231"
"김해시","202412","자동차","경북","1337 ","120118657 ","20240101","20241231"
"김해시","202412","자동차","광주","1158 ","98840576 ","20240101","20241231"
"김해시","202412","자동차","대구","4202 ","326469191 ","20240101","20241231"
"김해시","202412","자동차","대전","541 ","52255819 ","20240101","20241231"
"김해시","202412","자동차","부산","124551 ","8059395757 ","20240101","20241231"
"김해시","202412","자동차","서울","1316 ","84776559 ","20240101","20241231"
"김해시","202412","자동차","세종","123 ","12244784 ","20240101","20241231"
"김해시","202412","자동차","울산","3592 ","249585469 ","20240101","20241231"
"김해시","202412","자동차","인천","260 ","28799657 ","20240101","20241231"
"김해시","202412","자동차","전남","3653 ","262067724 ","20240101","20241231"
"김해시","202412","자동차","전북","411 ","45080459 ","20240101","20241231"
"김해시","202412","자동차","제주","62 ","7812673 ","20240101","20241231"
"김해시","202412","자동차","충남","164 ","13953393 ","20240101","20241231"
"김해시","202412","자동차","충북","55 ","6908663 ","20240101","20241231"
"김해시","202412","주거생활","경기","82 ","2890007 ","20240101","20241231"
"김해시","202412","주거생활","경남","27005 ","1511406038 ","20240101","20241231"
"김해시","202412","주거생활","광주","21 ","1009596 ","20240101","20241231"
"김해시","202412","주거생활","대구","48 ","4343729 ","20240101","20241231"
"김해시","202412","주거생활","대전","21 ","1884853 ","20240101","20241231"
"김해시","202412","주거생활","부산","1426 ","86744496 ","20240101","20241231"
"김해시","202412","주거생활","서울","21 ","30158 ","20240101","20241231"
"밀양시","202401","교육","경남","1590 ","104602947 ","20240101","20241231"
"밀양시","202401","교육","서울","21 ","616861 ","20240101","20241231"
"밀양시","202401","기타","강원","596 ","6926319 ","20240101","20241231"
"밀양시","202401","기타","경기","5545 ","102266141 ","20240101","20241231"
"밀양시","202401","기타","경남","39150 ","823763386 ","20240101","20241231"
"밀양시","202401","기타","경북","48513 ","459696299 ","20240101","20241231"
"밀양시","202401","기타","광주","185 ","1534476 ","20240101","20241231"
"밀양시","202401","기타","대구","93050 ","927235984 ","20240101","20241231"
"밀양시","202401","기타","대전","2954 ","33180329 ","20240101","20241231"
"밀양시","202401","기타","부산","33441 ","716957574 ","20240101","20241231"
"밀양시","202401","기타","서울","3715 ","49139178 ","20240101","20241231"
"밀양시","202401","기타","세종","809 ","9902605 ","20240101","20241231"
"밀양시","202401","기타","울산","4661 ","43330432 ","20240101","20241231"
"밀양시","202401","기타","인천","665 ","13894380 ","20240101","20241231"
"밀양시","202401","기타","전남","631 ","3874229 ","20240101","20241231"
"밀양시","202401","기타","전북","308 ","1608842 ","20240101","20241231"
"밀양시","202401","기타","제주","48 ","537423 ","20240101","20241231"
"밀양시","202401","기타","충남","1460 ","19269088 ","20240101","20241231"
"밀양시","202401","기타","충북","1597 ","22055243 ","20240101","20241231"
"밀양시","202401","내구재","경남","761 ","32493537 ","20240101","20241231"
"밀양시","202401","레포츠/문화/취미","경기","96 ","818369 ","20240101","20241231"
"밀양시","202401","레포츠/문화/취미","경남","24503 ","695805826 ","20240101","20241231"
"밀양시","202401","레포츠/문화/취미","경북","199 ","4834133 ","20240101","20241231"
"밀양시","202401","레포츠/문화/취미","광주","130 ","500343 ","20240101","20241231"
"밀양시","202401","레포츠/문화/취미","대구","192 ","6182317 ","20240101","20241231"
"밀양시","202401","레포츠/문화/취미","대전","62 ","191912 ","20240101","20241231"
"밀양시","202401","레포츠/문화/취미","부산","3742 ","288174777 ","20240101","20241231"
"밀양시","202401","레포츠/문화/취미","서울","41 ","239890 ","20240101","20241231"
"밀양시","202401","레포츠/문화/취미","울산","2851 ","207292666 ","20240101","20241231"
"밀양시","202401","레포츠/문화/취미","인천","21 ","140507 ","20240101","20241231"
"밀양시","202401","레포츠/문화/취미","충남","21 ","113091 ","20240101","20241231"
"밀양시","202401","레포츠/문화/취미","충북","34 ","109664 ","20240101","20241231"
"밀양시","202401","서비스","경기","48 ","253598 ","20240101","20241231"
"밀양시","202401","서비스","경남","11268 ","233883071 ","20240101","20241231"
"밀양시","202401","서비스","경북","96 ","8135161 ","20240101","20241231"
"밀양시","202401","서비스","광주","21 ","99383 ","20240101","20241231"
"밀양시","202401","서비스","대구","48 ","380398 ","20240101","20241231"
"밀양시","202401","서비스","부산","254 ","1494174 ","20240101","20241231"
"밀양시","202401","서비스","서울","137 ","734064 ","20240101","20241231"
"밀양시","202401","서비스","울산","21 ","41124 ","20240101","20241231"
"밀양시","202401","서비스","인천","21 ","157642 ","20240101","20241231"
"밀양시","202401","서비스","전북","240 ","1742975 ","20240101","20241231"
"밀양시","202401","서비스","제주","34 ","143934 ","20240101","20241231"
"밀양시","202401","식생활","경기","939 ","25588074 ","20240101","20241231"
"밀양시","202401","식생활","경남","206532 ","5922566127 ","20240101","20241231"
"밀양시","202401","식생활","경북","631 ","17209733 ","20240101","20241231"
"밀양시","202401","식생활","광주","62 ","1158328 ","20240101","20241231"
"밀양시","202401","식생활","대구","1672 ","45495517 ","20240101","20241231"
"밀양시","202401","식생활","대전","171 ","6579164 ","20240101","20241231"
"밀양시","202401","식생활","부산","11124 ","403554311 ","20240101","20241231"
"밀양시","202401","식생활","서울","1707 ","45993831 ","20240101","20241231"
"밀양시","202401","식생활","세종","21 ","812200 ","20240101","20241231"
"밀양시","202401","식생활","울산","2310 ","115154215 ","20240101","20241231"
"밀양시","202401","식생활","인천","62 ","740164 ","20240101","20241231"
"밀양시","202401","식생활","전남","41 ","1598903 ","20240101","20241231"
"밀양시","202401","식생활","충남","55 ","2229609 ","20240101","20241231"
"밀양시","202401","여행","경기","103 ","5825908 ","20240101","20241231"
"밀양시","202401","여행","경남","548 ","80328992 ","20240101","20241231"
"밀양시","202401","여행","경북","96 ","1816313 ","20240101","20241231"
"밀양시","202401","여행","대구","41 ","1264565 ","20240101","20241231"
"밀양시","202401","여행","부산","219 ","7875257 ","20240101","20241231"
"밀양시","202401","여행","서울","302 ","14098698 ","20240101","20241231"
"밀양시","202401","여행","울산","62 ","1459904 ","20240101","20241231"
"밀양시","202401","유통","강원","130 ","868951 ","20240101","20241231"
"밀양시","202401","유통","경기","1090 ","12272447 ","20240101","20241231"
"밀양시","202401","유통","경남","283448 ","5221086909 ","20240101","20241231"
"밀양시","202401","유통","경북","1933 ","27659767 ","20240101","20241231"
"밀양시","202401","유통","광주","110 ","710966 ","20240101","20241231"
"밀양시","202401","유통","대구","3646 ","41018437 ","20240101","20241231"
"밀양시","202401","유통","대전","466 ","3668677 ","20240101","20241231"
"밀양시","202401","유통","부산","17108 ","275158739 ","20240101","20241231"
"밀양시","202401","유통","서울","1618 ","12590610 ","20240101","20241231"
"밀양시","202401","유통","세종","21 ","79507 ","20240101","20241231"
"밀양시","202401","유통","울산","2742 ","16477999 ","20240101","20241231"
"밀양시","202401","유통","인천","185 ","2046265 ","20240101","20241231"
"밀양시","202401","유통","전남","96 ","740233 ","20240101","20241231"
"밀양시","202401","유통","전북","27 ","320768 ","20240101","20241231"
"밀양시","202401","유통","제주","21 ","32899 ","20240101","20241231"
"밀양시","202401","유통","충남","62 ","555655 ","20240101","20241231"
"밀양시","202401","유통","충북","27 ","165182 ","20240101","20241231"
"밀양시","202401","유흥","경기","82 ","157642 ","20240101","20241231"
"밀양시","202401","유흥","경남","4489 ","142662783 ","20240101","20241231"
"밀양시","202401","유흥","경북","21 ","27416 ","20240101","20241231"
"밀양시","202401","유흥","부산","103 ","4667581 ","20240101","20241231"
"밀양시","202401","의료/미용","경남","79280 ","3022581700 ","20240101","20241231"
"밀양시","202401","의료/미용","경북","41 ","247430 ","20240101","20241231"
"밀양시","202401","의료/미용","대구","21 ","1202193 ","20240101","20241231"
"밀양시","202401","의료/미용","대전","27 ","116518 ","20240101","20241231"
"밀양시","202401","의료/미용","부산","302 ","9586292 ","20240101","20241231"
"밀양시","202401","의료/미용","서울","21 ","336532 ","20240101","20241231"
"밀양시","202401","의료/미용","인천","21 ","143934 ","20240101","20241231"
"밀양시","202401","의료/미용","충북","21 ","601097 ","20240101","20241231"
"밀양시","202401","의생활","경남","2317 ","395123029 ","20240101","20241231"
"밀양시","202401","자동차","경남","57519 ","4758683249 ","20240101","20241231"
"밀양시","202401","자동차","경북","137 ","5527635 ","20240101","20241231"
"밀양시","202401","자동차","대구","41 ","4066484 ","20240101","20241231"
"밀양시","202401","자동차","부산","761 ","53725243 ","20240101","20241231"
"밀양시","202401","자동차","인천","21 ","760795 ","20240101","20241231"
"밀양시","202401","주거생활","강원","21 ","346127 ","20240101","20241231"
"밀양시","202401","주거생활","경기","96 ","2731117 ","20240101","20241231"
"밀양시","202401","주거생활","경남","1008 ","42435846 ","20240101","20241231"
"밀양시","202401","주거생활","광주","27 ","693626 ","20240101","20241231"
"밀양시","202401","주거생활","부산","164 ","5140507 ","20240101","20241231"
"밀양시","202401","주거생활","울산","41 ","450994 ","20240101","20241231"
"밀양시","202402","교육","경남","1467 ","92392049 ","20240101","20241231"
"밀양시","202402","교육","경북","27 ","596984 ","20240101","20241231"
"밀양시","202402","교육","부산","27 ","420151 ","20240101","20241231"
"밀양시","202402","교육","서울","21 ","616861 ","20240101","20241231"
"밀양시","202402","기타","강원","617 ","7971350 ","20240101","20241231"
"밀양시","202402","기타","경기","4674 ","88455449 ","20240101","20241231"
"밀양시","202402","기타","경남","38711 ","831978465 ","20240101","20241231"
"밀양시","202402","기타","경북","47231 ","402333105 ","20240101","20241231"
"밀양시","202402","기타","광주","370 ","4924674 ","20240101","20241231"
"밀양시","202402","기타","대구","88108 ","814251062 ","20240101","20241231"
"밀양시","202402","기타","대전","2714 ","30834270 ","20240101","20241231"
"밀양시","202402","기타","부산","33125 ","680495271 ","20240101","20241231"
"밀양시","202402","기타","서울","4661 ","64301426 ","20240101","20241231"
"밀양시","202402","기타","세종","727 ","9475874 ","20240101","20241231"
"밀양시","202402","기타","울산","4606 ","38984578 ","20240101","20241231"
"밀양시","202402","기타","인천","624 ","11003153 ","20240101","20241231"
"밀양시","202402","기타","전남","541 ","5731186 ","20240101","20241231"
"밀양시","202402","기타","전북","212 ","2865524 ","20240101","20241231"
"밀양시","202402","기타","제주","82 ","1503358 ","20240101","20241231"
"밀양시","202402","기타","충남","1083 ","14755243 ","20240101","20241231"
"밀양시","202402","기타","충북","1261 ","14859767 ","20240101","20241231"
"밀양시","202402","내구재","경남","788 ","78138314 ","20240101","20241231"
"밀양시","202402","레포츠/문화/취미","경기","212 ","2148732 ","20240101","20241231"
"밀양시","202402","레포츠/문화/취미","경남","25737 ","857738794 ","20240101","20241231"
"밀양시","202402","레포츠/문화/취미","경북","206 ","1902673 ","20240101","20241231"
"밀양시","202402","레포츠/문화/취미","광주","21 ","89102 ","20240101","20241231"
"밀양시","202402","레포츠/문화/취미","대구","206 ","3702536 ","20240101","20241231"
"밀양시","202402","레포츠/문화/취미","대전","69 ","244003 ","20240101","20241231"
"밀양시","202402","레포츠/문화/취미","부산","2796 ","255659356 ","20240101","20241231"
"밀양시","202402","레포츠/문화/취미","서울","384 ","2960247 ","20240101","20241231"
"밀양시","202402","레포츠/문화/취미","세종","21 ","78821 ","20240101","20241231"
"밀양시","202402","레포츠/문화/취미","울산","3105 ","194211103 ","20240101","20241231"
"밀양시","202402","레포츠/문화/취미","전남","123 ","623029 ","20240101","20241231"
"밀양시","202402","레포츠/문화/취미","전북","21 ","168609 ","20240101","20241231"
"밀양시","202402","레포츠/문화/취미","충남","21 ","20562 ","20240101","20241231"
"밀양시","202402","레포츠/문화/취미","충북","62 ","297464 ","20240101","20241231"
"밀양시","202402","서비스","경기","89 ","452365 ","20240101","20241231"
"밀양시","202402","서비스","경남","9740 ","157299452 ","20240101","20241231"
"밀양시","202402","서비스","경북","123 ","454421 ","20240101","20241231"
"밀양시","202402","서비스","대구","89 ","510624 ","20240101","20241231"
"밀양시","202402","서비스","대전","34 ","185058 ","20240101","20241231"
"밀양시","202402","서비스","부산","452 ","1610692 ","20240101","20241231"
"밀양시","202402","서비스","서울","302 ","1607265 ","20240101","20241231"
"밀양시","202402","서비스","인천","21 ","82248 ","20240101","20241231"
"밀양시","202402","서비스","전남","34 ","215901 ","20240101","20241231"
"밀양시","202402","식생활","강원","82 ","2298149 ","20240101","20241231"
"밀양시","202402","식생활","경기","781 ","19591707 ","20240101","20241231"
"밀양시","202402","식생활","경남","194805 ","5723551453 ","20240101","20241231"
"밀양시","202402","식생활","경북","925 ","30985607 ","20240101","20241231"
"밀양시","202402","식생활","광주","69 ","1396162 ","20240101","20241231"
"밀양시","202402","식생활","대구","1666 ","48684373 ","20240101","20241231"
"밀양시","202402","식생활","대전","110 ","1579575 ","20240101","20241231"
"밀양시","202402","식생활","부산","13454 ","432024263 ","20240101","20241231"
"밀양시","202402","식생활","서울","1275 ","39370391 ","20240101","20241231"
"밀양시","202402","식생활","세종","62 ","5578478 ","20240101","20241231"
"밀양시","202402","식생활","울산","3064 ","101321110 ","20240101","20241231"
"밀양시","202402","식생활","인천","62 ","1501028 ","20240101","20241231"
"밀양시","202402","식생활","전북","21 ","562029 ","20240101","20241231"
"밀양시","202402","식생활","충남","41 ","313571 ","20240101","20241231"
"밀양시","202402","여행","경남","302 ","13173406 ","20240101","20241231"
"밀양시","202402","여행","경북","21 ","637423 ","20240101","20241231"
"밀양시","202402","여행","부산","96 ","1782042 ","20240101","20241231"
"밀양시","202402","여행","서울","21 ","856751 ","20240101","20241231"
"밀양시","202402","여행","울산","21 ","589445 ","20240101","20241231"
"밀양시","202402","유통","강원","110 ","857437 ","20240101","20241231"
"밀양시","202402","유통","경기","1583 ","21076422 ","20240101","20241231"
"밀양시","202402","유통","경남","275634 ","5412153358 ","20240101","20241231"
"밀양시","202402","유통","경북","2796 ","38996093 ","20240101","20241231"
"밀양시","202402","유통","광주","82 ","638451 ","20240101","20241231"
"밀양시","202402","유통","대구","3982 ","48465867 ","20240101","20241231"
"밀양시","202402","유통","대전","541 ","5868197 ","20240101","20241231"
"밀양시","202402","유통","부산","21460 ","379567512 ","20240101","20241231"
"밀양시","202402","유통","서울","3276 ","27814942 ","20240101","20241231"
"밀양시","202402","유통","세종","48 ","163811 ","20240101","20241231"
"밀양시","202402","유통","울산","3564 ","35817204 ","20240101","20241231"
"밀양시","202402","유통","인천","164 ","2065867 ","20240101","20241231"
"밀양시","202402","유통","전남","41 ","406306 ","20240101","20241231"
"밀양시","202402","유통","전북","130 ","575394 ","20240101","20241231"
"밀양시","202402","유통","제주","41 ","1802125 ","20240101","20241231"
"밀양시","202402","유통","충남","96 ","420836 ","20240101","20241231"
"밀양시","202402","유통","충북","48 ","356408 ","20240101","20241231"
"밀양시","202402","유흥","경기","41 ","85675 ","20240101","20241231"
"밀양시","202402","유흥","경남","4620 ","146363948 ","20240101","20241231"
"밀양시","202402","유흥","경북","41 ","1302262 ","20240101","20241231"
"밀양시","202402","유흥","대구","21 ","34270 ","20240101","20241231"
"밀양시","202402","유흥","부산","41 ","75394 ","20240101","20241231"
"밀양시","202402","유흥","서울","41 ","61686 ","20240101","20241231"
"밀양시","202402","의료/미용","경남","70411 ","2588102330 ","20240101","20241231"
"밀양시","202402","의료/미용","대구","21 ","93900 ","20240101","20241231"
"밀양시","202402","의료/미용","대전","27 ","138451 ","20240101","20241231"
"밀양시","202402","의료/미용","부산","206 ","6164428 ","20240101","20241231"
"밀양시","202402","의료/미용","서울","96 ","650446 ","20240101","20241231"
"밀양시","202402","의료/미용","울산","21 ","164496 ","20240101","20241231"
"밀양시","202402","의생활","경남","2042 ","221044894 ","20240101","20241231"
"밀양시","202402","자동차","경기","27 ","1034955 ","20240101","20241231"
"밀양시","202402","자동차","경남","53605 ","4220551837 ","20240101","20241231"
"밀양시","202402","자동차","경북","21 ","3216313 ","20240101","20241231"
"밀양시","202402","자동차","대구","171 ","13482166 ","20240101","20241231"
"밀양시","202402","자동차","부산","1158 ","80080795 ","20240101","20241231"
"밀양시","202402","자동차","서울","41 ","2056203 ","20240101","20241231"
"밀양시","202402","자동차","울산","82 ","3824325 ","20240101","20241231"
"밀양시","202402","주거생활","경기","27 ","342289 ","20240101","20241231"
"밀양시","202402","주거생활","경남","1357 ","60415970 ","20240101","20241231"
"밀양시","202402","주거생활","대구","21 ","812063 ","20240101","20241231"
"밀양시","202402","주거생활","부산","48 ","548321 ","20240101","20241231"
"밀양시","202402","주거생활","서울","41 ","1126388 ","20240101","20241231"
"밀양시","202403","교육","경기","21 ","493489 ","20240101","20241231"
"밀양시","202403","교육","경남","2399 ","164328376 ","20240101","20241231"
"밀양시","202403","교육","경북","21 ","565456 ","20240101","20241231"
"밀양시","202403","교육","대구","27 ","198081 ","20240101","20241231"
"밀양시","202403","교육","부산","48 ","4036326 ","20240101","20241231"
"밀양시","202403","교육","울산","41 ","937629 ","20240101","20241231"
"밀양시","202403","기타","강원","418 ","5142221 ","20240101","20241231"
"밀양시","202403","기타","경기","4668 ","95782522 ","20240101","20241231"
"밀양시","202403","기타","경남","35127 ","680509829 ","20240101","20241231"
"밀양시","202403","기타","경북","42090 ","380047567 ","20240101","20241231"
"밀양시","202403","기타","광주","288 ","3625565 ","20240101","20241231"
"밀양시","202403","기타","대구","78814 ","797437766 ","20240101","20241231"
"밀양시","202403","기타","대전","2639 ","30127279 ","20240101","20241231"
"밀양시","202403","기타","부산","32673 ","686043729 ","20240101","20241231"
"밀양시","202403","기타","서울","4154 ","58801179 ","20240101","20241231"
"밀양시","202403","기타","세종","912 ","10736532 ","20240101","20241231"
"밀양시","202403","기타","울산","4064 ","38900343 ","20240101","20241231"
"밀양시","202403","기타","인천","679 ","16217958 ","20240101","20241231"
"밀양시","202403","기타","전남","418 ","2846470 ","20240101","20241231"
"밀양시","202403","기타","전북","370 ","4367923 ","20240101","20241231"
"밀양시","202403","기타","제주","89 ","706237 ","20240101","20241231"
"밀양시","202403","기타","충남","1028 ","15947772 ","20240101","20241231"
"밀양시","202403","기타","충북","1261 ","22399452 ","20240101","20241231"
"밀양시","202403","내구재","경남","884 ","59594825 ","20240101","20241231"
"밀양시","202403","레포츠/문화/취미","강원","27 ","47978 ","20240101","20241231"
"밀양시","202403","레포츠/문화/취미","경기","21 ","61686 ","20240101","20241231"
"밀양시","202403","레포츠/문화/취미","경남","24435 ","1074987937 ","20240101","20241231"
"밀양시","202403","레포츠/문화/취미","경북","158 ","15215901 ","20240101","20241231"
"밀양시","202403","레포츠/문화/취미","대구","404 ","32903358 ","20240101","20241231"
"밀양시","202403","레포츠/문화/취미","대전","48 ","164496 ","20240101","20241231"
"밀양시","202403","레포츠/문화/취미","부산","4585 ","566534613 ","20240101","20241231"
"밀양시","202403","레포츠/문화/취미","서울","69 ","1471556 ","20240101","20241231"
"밀양시","202403","레포츠/문화/취미","울산","2659 ","309960247 ","20240101","20241231"
"밀양시","202403","레포츠/문화/취미","전남","185 ","671693 ","20240101","20241231"
"밀양시","202403","레포츠/문화/취미","충남","27 ","169979 ","20240101","20241231"
"밀양시","202403","레포츠/문화/취미","충북","21 ","95956 ","20240101","20241231"
"밀양시","202403","서비스","경기","130 ","627827 ","20240101","20241231"
"밀양시","202403","서비스","경남","7601 ","125251062 ","20240101","20241231"
"밀양시","202403","서비스","경북","62 ","380398 ","20240101","20241231"
"밀양시","202403","서비스","광주","21 ","34270 ","20240101","20241231"
"밀양시","202403","서비스","대구","48 ","228239 ","20240101","20241231"
"밀양시","202403","서비스","부산","452 ","2713639 ","20240101","20241231"
"밀양시","202403","서비스","서울","82 ","490062 ","20240101","20241231"
"밀양시","202403","서비스","울산","75 ","1978753 ","20240101","20241231"
"밀양시","202403","서비스","인천","48 ","243317 ","20240101","20241231"
"밀양시","202403","서비스","충북","41 ","178204 ","20240101","20241231"
"밀양시","202403","식생활","강원","21 ","208362 ","20240101","20241231"
"밀양시","202403","식생활","경기","672 ","27915833 ","20240101","20241231"
"밀양시","202403","식생활","경남","213571 ","6050132303 ","20240101","20241231"
"밀양시","202403","식생활","경북","1186 ","35070733 ","20240101","20241231"
"밀양시","202403","식생활","광주","103 ","3884853 ","20240101","20241231"
"밀양시","202403","식생활","대구","3345 ","91055517 ","20240101","20241231"
"밀양시","202403","식생활","대전","41 ","740233 ","20240101","20241231"
"밀양시","202403","식생활","부산","18986 ","576487937 ","20240101","20241231"
"밀양시","202403","식생활","서울","1254 ","45396367 ","20240101","20241231"
"밀양시","202403","식생활","세종","41 ","2573681 ","20240101","20241231"
"밀양시","202403","식생활","울산","3358 ","103701768 ","20240101","20241231"
"밀양시","202403","식생활","인천","219 ","5912954 ","20240101","20241231"
"밀양시","202403","식생활","전남","27 ","69225 ","20240101","20241231"
"밀양시","202403","식생활","전북","137 ","3942426 ","20240101","20241231"
"밀양시","202403","식생활","충남","27 ","2552433 ","20240101","20241231"
"밀양시","202403","여행","경기","62 ","2899246 ","20240101","20241231"
"밀양시","202403","여행","경남","404 ","75784784 ","20240101","20241231"
"밀양시","202403","여행","경북","55 ","559973 ","20240101","20241231"
"밀양시","202403","여행","대구","151 ","2251542 ","20240101","20241231"
"밀양시","202403","여행","부산","199 ","4540781 ","20240101","20241231"
"밀양시","202403","여행","서울","206 ","9533927 ","20240101","20241231"
"밀양시","202403","여행","울산","62 ","675120 ","20240101","20241231"
"밀양시","202403","여행","전남","41 ","376971 ","20240101","20241231"
"밀양시","202403","여행","충남","27 ","1165182 ","20240101","20241231"
"밀양시","202403","유통","강원","418 ","2498081 ","20240101","20241231"
"밀양시","202403","유통","경기","1275 ","14722276 ","20240101","20241231"
"밀양시","202403","유통","경남","293461 ","5353128869 ","20240101","20241231"
"밀양시","202403","유통","경북","2886 ","37234887 ","20240101","20241231"
"밀양시","202403","유통","광주","151 ","2040987 ","20240101","20241231"
"밀양시","202403","유통","대구","5641 ","67269020 ","20240101","20241231"
"밀양시","202403","유통","대전","631 ","4838108 ","20240101","20241231"
"밀양시","202403","유통","부산","36820 ","498690199 ","20240101","20241231"
"밀양시","202403","유통","서울","2022 ","12180946 ","20240101","20241231"
"밀양시","202403","유통","세종","69 ","261686 ","20240101","20241231"
"밀양시","202403","유통","울산","4969 ","47149417 ","20240101","20241231"
"밀양시","202403","유통","인천","404 ","3850994 ","20240101","20241231"
"밀양시","202403","유통","전남","274 ","2282865 ","20240101","20241231"
"밀양시","202403","유통","전북","302 ","2211926 ","20240101","20241231"
"밀양시","202403","유통","제주","240 ","4606169 ","20240101","20241231"
"밀양시","202403","유통","충남","308 ","1803975 ","20240101","20241231"
"밀양시","202403","유통","충북","315 ","2899726 ","20240101","20241231"
"밀양시","202403","유흥","경기","62 ","89102 ","20240101","20241231"
